body,title
"





Yanet García se consolidó como una de las consentidas en redes sociales por su labor en la pantalla chica, contrario a estas bellezas tapatías que primero saltaron del Instagram para retar a la famosa chica del clima regiomontana.
Sus millones de seguidores presumen que la influencer Yuliett Torres pose mejores curvas que la ex conductora de Hoy y de no ser por estar bloqueada por famosas de la farándula nacional la modelo ya estaría en programas de altos niveles de audiencia.
Parece que muy a pesar de Yanet, Yuliett se está abriendo camino en el espectáculo mexicano con intervenciones en videoclips de gruperos y por los patrocinadores que pagan jugosas sumas para ser su imagen.
Otro factor a considerar son los videos subidos de tono que publica en sus redes sociales y que con el tiempo le permite aparecer como portadas en medios nacionales e incluso internacionales.
Mary Baltazar, modelo de Instagram con más de 2.8 millones de fans, es sin duda una tapatía que pone a temblar a Yanet García. 
Algunas personas sostienen que la anatomía de la influencer es más natural y por ello debería de ser elegida como la más guapa.
Incluso refieren que las fotos de Mary despiertan la envida de la regiomontana por que siempre luce espectacular y casi no se le hacen retoques.
La tapatía logró saltar de la comunidad virtual a las pasarelas, donde se mantiene como una de las modelos más solicitadas por anunciantes de nuestro país.
En las últimas semanas otra que se sumó a la disputa de la corona por la influencer con mejor retaguardia fue Dafne Cosío, ‘La Barbie tapatía’, quien gracias a sus consejos pudo colaborar con el autor de la canción ‘Tusa’.
La bella escribió el tema ”Requisito"" junto con con Keytin, autor del sonado tema de Karol G y Nicky Minaj.
Dafne comenzó a tocar el piano, estudiar solfeo, y durante 12 años se ha preparado para darlo todo en el mundo de la música; así como es bailarina de ballet y tahitiano.
VER: 
Jugadora de Chivas pone a temblar aYanet  García
",Las influencers tapatías que hacen temblar a Yanet García
"
El Tratado entre México, Estados Unidos y Canadá (T-MEC) es una buena herramienta para tener certidumbre y reglas claras, sin embargo, para aprovecharlo es necesario conocerlo y entenderlo bien, dijo la subsecretaria de Comercio Exterior de la Secretaría de Economía, Luz María de la Mora.
Durante la conversación sobre la implementación del T-MEC que realizó por redes sociales, la funcionaria explicó: “Gracias a la integración productiva en la que México ha sido parte en los más de 26 años de vigencia del TLCAN, es que hoy llegamos a una nueva etapa con un T-MEC que va a generar un acuerdo más incluyente y progresista”.
Este acuerdo se presenta en momentos difíciles por el virus, “pero va a cambiar de manera favorable el entorno de la región”.
Por lo que dijo: “En el contexto actual de la pandemia por el Covid-19 en el que todos pasamos por momentos difíciles, el T-MEC es una excelente herramienta para retomar la actividad porque establece reglas claras y da certidumbre”.
También lee: Publican protocolo para sustituir TLCAN e iniciar T-MEC
Explicó que es importante que las pequeñas y medianas empresas conozcan las diversas oportunidades que tienen en el T-MEC, que entrará en vigor este miércoles 1 de julio.
“Nuestro interés es que  tengan la información que requieren para identificar en dónde están sus oportunidades en el comercio exterior de México. Recuerden que hay muchas formas de participar y obtener beneficios de manera directa o indirecta en la integración productiva de América del Norte”, expuso.
Comentó que “para aprovechar el T-MEC es necesario entenderlo, conocerlo muy bien dónde está la empresa o el sector para que se puedan aprovechar las oportunidades”.
Sin embargo afirmó que “dado que en México la mayoría, yo diría 99%, de las empresas está en mediana y pequeña, es importante que éstas se informen correctamente y vean si su participación es a través de integrarse en la cadena de suministro en una cadena de exportación o le conviene exportar de forma directa”.
vcr
",En la medida en que se conozca el T-MEC habrá más beneficios: Secretaría de Economía
,
"

La Comisión Ejecutiva de Atención a Víctimas de la Ciudad de México, en coordinación con la Fiscalía General de Justicia capitalina, informó que se garantizará la reparación integral del daño a los familiares de Gabriela Gómez Cervantes, mujer de 26 años que el pasado viernes perdió la vida en el fuego cruzado durante el atentado contra el secretario de Seguridad local, Omar García Harfuch.

Explicó que mantienen comunicación y seguimiento con su esposo, víctima indirecta, y familiares cercanos, a quienes personal de la comisión han acompañado en el proceso, ofreciendo en todo momento el apoyo jurídico, sicoemocional y de trabajo social, así como apoyo para los servicios funerarios y asistencia alimentaria.

Aseguró que en breve se gestionará el acceso a programas sociales de las víctimas indirectas.

Exigen más ayuda

Por separado, el diputado local del PAN, Federico Döring, llamó a la jefa de Gobierno, Claudia Sheinbaum Pardo, a no olvidar la situación de la familia de Gabriela Gómez.

“Nos parece una irresponsabilidad que el Gobierno haya tratado de consolar a los familiares con 10 mil pesos. ¿Realmente eso vale la vida de una persona para la doctora Sheinbaum?”, cuestionó.

Reconoció que si bien otorgaron facilidades para los trámites sobre el deceso, se unió a la demanda que ha hecho el esposo de la víctima, quien pide una indemnización justa para su familia.

“Hemos visto a la jefa de Gobierno visitando al secretario en el hospital, pero jamás vimos un acercamiento real hacía las familias de las víctimas, ya no sólo de Gómez, sino de los escoltas fallecidos y elementos heridosm, simples reconocimientos y lamentaciones”, criticó.

Ante ello, Döring Casar pidió a la secretaria de Gobierno, Rosa Icela Rodríguez Velázquez, hacer un segundo esfuerzo para darle un trato más humano a la situación y no escatimar recursos para apoyar a la familia de Gabriela, quien dejó a dos menores solas.

“Esta mujer era trabajadora y vivía al día, no dejar sola a la familia. Ojalá tengan una atención más clara y le exigimos al Gobierno darles todo el apoyo, que va desde una vivienda y becas hasta garantizar los estudios universitarios de las menores y que no se queden desprotegidos”, reiteró el panista.

Hay que entender que la desgracia de esta familia, sobre todo de Gabriela, es que estuvo en el lugar y la hora equivocada. Es una víctima ajena en la lucha contra la delincuencia, enfatizó.
",Prometen reparación total del daño a familia de Gabriela
"
En Querétaro, 84% de las llamadas de emergencia a la línea 911 relacionadas con violencia contra las mujeres corresponden a incidentes de pareja, reporta el Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública (SESNSP).

En el periodo que va de enero a mayo de este año, el estado captó un total de 2 mil 800 llamadas de emergencia por estos hechos.

En el país se captaron, en el mismo periodo 108 mil 778 llamadas, donde Querétaro ocupó el décimo lugar con más reportes.

Las tres entidades federativas con más llamadas de emergencia a la línea 911 relacionadas con violencia contra las mujeres son Chihuahua (18 mil 253), Estado de México (18 mil 211) y Ciudad de México (15 mil 750).

En contraparte, las entidades con menor llamadas son Baja California Sur (206) y Colima (312).

Para el SESNSP, la violencia contra las mujeres es entendida como “todo acto violento que tenga o pueda tener como resultado un daño o sufrimiento físico, sexual o sicológico para la mujer, así como las amenazas de tales actos, la coacción o la privación arbitraria de la libertad”.

En el país se registraron, en el periodo enero-mayo, un total de 166.8 llamadas de emergencia a la línea 911 relacionadas con violencia contra las mujeres por cada 100 mil habitantes, mientras que en el estado de Querétaro el número llega a 242.3.

La entidad es el quinto estado de enero a mayo de 2020, con mayor número de llamadas de emergencia a la línea 911 relacionadas con violencia contra las mujeres por cada 100 mil habitantes.

Los cuatro estados que superan a Querétaro en este número son Chihuahua (952.1), Ciudad de México (334.3), Coahuila (269.8) e Hidalgo (255.0); mientras que los estados con menos número son Sinaloa (27.2), Quintana Roo (37.3), Veracruz (38.4).

En Querétaro, durante el periodo referido, los incidentes de violencia de pareja alcanzaron 2 mil 354 llamadas a la línea de emergencia 911, lo que equivale a 84% del total los reportes de violencia contra las mujeres.

El restante 16% se dio por otros factores entre ellos, presuntos incidentes de abuso sexual, acoso u hostigamiento, violación y violencia familiar, entre otros.

Los cinco estados con mayores tasas por cada 100 mil habitantes por violencia de pareja son Quintana Roo (508.2), Baja California (497.1), Aguascalientes (371.2), Sonora (258.9) y Nuevo León (182.5).

Querétaro se ubicó en lugar 11 de las entidades federativas con mayor tasa, mientras que los estados con menor tasa son Estado de México (5.3) y Chiapas (7.3).

En el país se dan 76 llamadas de emergencia relacionadas con incidentes de violencia de pareja por cada 100 mil habitantes, mientras que en Querétaro durante el primer cuatrimestre del año hubo 103.3 casos.

Cabe señalar que también de acuerdo a datos del SESNSP, durante el periodo referido, Querétaro reportó un presunto delito de feminicidio, mientras que en el país se tienen registrados 375 y las entidades federativas con mayores cifras de probables ilícitos de este tipo son Estado de México (47), Veracruz (35), Nuevo León (30), Ciudad de México (29) y Puebla (28).

 
",Querétaro es el quinto estado con más llamadas por violencia a mujeres
"
Juchitán de Zaragoza.— Tres días después de que se reportó la desaparición del norteamericano Antony Nicodym en el mar de Puerto Escondido, la mañana de este martes fue localizado frente al faro de este puerto. 

A través de un comunicado la Coordinación Estatal de Protección Civil de Oaxaca (CEPCO) confirmó que daba por concluido el operativo de búsqueda del extranjero de 26 años, originario de Massachusetts, quien desaparecido en Playa Zicatela, el pasado sábado . 

El titular de la CEPCO, Antonio Amaro Cancino, indicó que este 16 de junio, a las 7:00 horas, el helicóptero del Gobierno del Estado con matrícula XC-XAO inició el sobrevuelo en la zona costera en búsqueda del joven. Y fue a las 7:20 horas, cuando embarcaciones de pescadores y la unidad que sobrevolaba la zona costera reportó su localización. 

También puedes leer: Buscan a estadounidense de 26 años que desapareció en mar de Puerto Escondido

Los trabajos de búsqueda se realizaron vía marítima y sobre la costa, en coordinación con la Capitanía de puerto en Puerto Escondido, las coordinaciones municipales de Protección Civil de Santa María Colotepec y San Pedro Mixtepec, salvavidas del gobierno estatal, así como elementos de la Secretaría de Seguridad Pública (SSPO).

El operativo de búsqueda comenzó este sábado, luego de emitirse la alerta por su desaparición, en la que se señaló que Antony había ingresado al mar alrededor de las 03:00 horas en la playa Zicatela, a la altura del restaurante “Esmeralda”, y no había regresado a la orilla.

Las playas de Puerto Escondido, entre ellas Zicatela, reabrieron desde el 2 de junio solamente para actividades deportivas y siguiendo las medidas preventivas implementadas por la autoridad.
",Localizan cuerpo de estadounidense desaparecido frente al faro de Puerto Escondido
"

Diez años tiene que Carlos Monsiváis abandonó el balcón privilegiado que solía brindarnos para la conciencia y la crítica pública.

Muchos nos preguntamos qué estaría diciendo o escribiendo en estos tiempos tan extraños.

En 1995 la Universidad Autónoma Metropolitana (UAM) le entregó el doctorado Honoris Causa. Durante la ceremonia pronunció un discurso que contiene argumentos tan poderosos que han viajado en el tiempo sin perder gravedad ni agudeza.

Hoy me pareció oportuno compartirlos en estas páginas que también fueron las suyas. Como cualquier otra selección de citas, este ejercicio no escapa a la subjetividad. Proviene de una interpretación personalísima –no por ello irrespetuosa– sobre las palabras de quien ya no está.

El discurso de la UAM tuvo como eje eso que Carlos Monsiváis llamó las causas perdidas y que, en realidad, nada tenían de derrota sino de dignidad y libertad.

“¿Qué decir ahora de las causas perdidas?, interpela el pensador. “Causa perdida es aquella de la que nunca se esperan las ventajas.”

Continúa el tren de su reflexión distinguiendo entre derrotas y victorias: “las derrotas no se eligen, y nadie, por ejemplo, participa en un movimiento con la ilusión perfecta… La primera gran victoria ocurre cuando se hace a un lado el criterio del éxito rápido y perdurable, cuando no se enarbola la ansiedad del encubrimiento.”

Para Monsiváis, el rigor es valor superior entre los seres humanos: “sucede que al examinarse los hechos y las situaciones, lo que parece definitivo es el rigor primero y último de los actos y las personas que conjuntan libertad y dignidad.”

En efecto, el rigor es esencia clave de la critica: sin él no hay critica sino opinión atiborrada de fatuidad y merengue.

¡Cuánta carencia de rigor hay en esta nuestra época! Quizá sea por este motivo que la dignidad y la libertad anden a hurtadillas.

Carlos Monsiváis ejerció el pensamiento critico, sin fatigarse, porque estaba convencido de que “el vigor de la circulación de las ideas destruye las pretensiones de la inmovilidad y de la inercia y de la resignación que arrasan o quieren arrasar con las urgencias morales del cambio.”

Dedicó por tanto muchas páginas de su escritura para señalar a los poderosos que querían inhibir o silenciar el pensamiento crítico: “Lo más ridículo es llamar ridículas a las zonas ingobernables de la crítica, la malicia, (y) la movilización.”

Desafió también las pulsiones que profundizan la pereza mental: “Pienso … en todos los que mantienen la racionalidad de la República, con razón, que consiste –¡oh, André Gide!– en desconfiar del impulso adquirido.”

No hay peor interlocutor que aquel que se repite, como disco rayado, o que reacciona predeciblemente, porque depende en todo de los reflejos que lo condicionan.

La democracia es un régimen que no coincide con la fe sino con la ciencia. Es un régimen dispuesto a tolerar el ensayo y el error, porque es en ese ir y venir de los equívocos que la especie humana sobrevive mejor.

“La desilusión y el desengaño existen poderosamente, pero también la democracia que ejerce (y) va cristalizando en la discusión, en la resistencia y (en) el tuteo mental irreversible con los poderosos.”

Antes de cerrar este texto, dos entradas más para el pensamiento de Carlos Monsiváis, a diez años de su muerte; una dedicada a la izquierda y otra a las obsesiones con la historia.

“Si la izquierda partidaria, que fue el primer espacio natural de la disidencia, no asimila lo que ocurre, suya será la responsabilidad y el pasmo.”

Respecto al culto a la historia no escatima nada: “He aquí un obstáculo mayor a las causas perdidas, el culto a la historia, la idea que atraviesa indemne el siglo XIX y que concibe la entidad única, la historia, un juicio final con expedientes, detalles y sentencias categóricas”.

ZOOM

 “El culto a la historia ha sido el distractor inmenso del examen crítico y autocrítico, es el anacronismo que de varias maneras evita confrontar al adversario, al enemigo obsesivo de las causas perdidas.”

www.ricardoraphael.com
@ricardomraphael
",Las causas perdidas de Carlos Monsiváis
"
Museos, zonas arqueológicas, bibliotecas, centros de trabajo y las tres escuelas del Instituto Nacional de Antropología e Historia (INAH) serán abiertos de forma gradual cuando el semáforo epidemiológico se encuentre en amarillo y verde.

Una vez que los espacios comiencen su reapertura, tanto usuarios como trabajadores del INAH deberán mantener una distancia de por lo menos 1.5 metros, evitar concentraciones y usar cubrebocas y gel antibacterial, explicó el Instituto en el documento Plan de Retorno e Incorporación a la Nueva Normalidad.

“Se trata de un protocolo general, porque con la pandemia nada es definitivo, todo está sujeto a la evidencia científica, al dato estadístico, al comportamiento de la epidemia. Seguimos en la fase de contagios, pero esto puede cambiar si no atendemos correctamente las medidas. El protocolo tiene la característica de tener medidas sujetas al avance o retroceso de los semáforos que aplican para cada entidad, región o municipio”, declaró en entrevista Diego Prieto, director del INAH.

Los espacio culturales

En total, el INAH tiene 188 centros de trabajo, tres escuelas: la de Antropología e Historia, la de Antropología e Historia del Norte de México y la de Conservación, Restauración y Museografía (ENCRyM); así como 98 bibliotecas y acervos, 194 zonas arqueológicas y 162 museos.

Todos esos espacios deberán seguir el Plan hacia la nueva normalidad, documento para cuya elaboración se tomaron en cuenta experiencias de otros países.

“En las escuelas ya tenemos medidas para cerrar el ciclo y para abrir el siguiente ciclo conforme lo indique el semáforo”, indicó.

El INAH, señaló Prieto, cuenta con una Dirección de Operación de Sitios que no sólo sistematiza las experiencias nacionales, sino también las internacionales en materia de sitios arqueológicos, paleontológicos o de expresiones gráfico-rupestres.

“Observamos que primero debemos seguir las medidas de sanidad e higiene; segundo, que debemos tener cuidado en el ingreso, por lo tanto deberemos marcar con claridad la distancia en las filas de acceso; tercero, debemos tener mucho cuidado en las taquillas; y cuarto, debemos tener presente no tanto y no sólo el aforo, sino sobre todo la distribución de las personas en el espacio”, sostuvo.

El antropólogo ejemplifica lo que pasaría en una zona arqueológica como Teotihuacan, ubicada en el Estado de México, y considerada una de las más visitadas del país.

En Teotihuacan, estimó Prieto, podría haber hasta 2 mil personas con la debida distancia; sin embargo, el congestionamiento se podría dar cuando los visitantes decidan subir a alguna de las pirámides.

“Se nos complicaría mucho que hubiera 200 personas en la cima o en el vértice de la Pirámide del Sol; en alguna medida tendremos que limitar el acceso a ciertas estructuras, o por lo menos asegurarnos de que accedan grupos muy reducidos e individuos separados de manera conveniente”.

Diego Prieto reconoció que en algunas entidades ya los han exhortado para que abran ciertas zonas arqueológicas, por ejemplo, las de Quintana Roo (Tulum, Cobá o Kohunlich), porque ya han comenzado a llegar los turistas.

“La cantidad de turistas no será presión para que el INAH abra sus puertas. El valor fundamental es la vida y la salud tanto de los trabajadores como de los visitantes”.

En la elaboración del Plan también participó la Coordinación Nacional de Museos y Exposiciones, a cargo de Juan Manuel Garibay quien, dijo Prieto, realizó estudios sobre el aforo y la distribución de los visitantes en salas para que no haya acercamientos entre el público, además de que tomó en cuenta las experiencias de otros espacios, como el Louvre, en Francia, o el LACMA, en Estados Unidos.

“Para los museos como el de Antropología se ha considerado disminuir la cantidad de personas, no retirar piezas de las salas. Por ejemplo, se puede tener una sala de 400 metros cuadrados, pero las piezas ocupan 250 y sólo quedan 150 como espacio para el desplazamiento de los visitantes; en ese caso tendremos que tomar en cuenta el espacio de circulación”.

El Plan también se hizo de manera conjunta con las agrupaciones sindicales, como el sector INAH del Sindicato Nacional Democrático de Trabajadores de la Secretaría de Cultura (SNDTSC) o el Sindicato Nacional de Profesores de Investigación Científica y Docencia (SNPICD). Ambos avalaron el documento.

“La revisión del protocolo para posibles cambios será semanal y se hará con representantes de la Dirección General del INAH y con representantes de los sindicatos. Lo estipulado en el plan se seguirá mientras no se requiera alguna modificación”, explicó Gustavo Ramírez, integrante del SNPICD.

Por su parte, Carlos Hernández, del SNDTSC, explicó que en la última reunión con Diego Prieto (el viernes pasado), “el director del INAH reconoció que el documento estaba sujeto para puntualizarse. Nos interesa que tengamos los equipos de protección (cubrebocas, gel antibacterial), que se surta en los centros de trabajos cuando haya una reapertura, algo que en la primera y segunda fase fue difícil garantizar, pero ahora ya se nos aseguró”.



Las multitudes en la cima de las pirámides estarán limitadas. Foto: ARCHIVO EL UNIVERSAL

 

Limpieza constante

Para poder ingresar a los espacios del INAH, a las personas se les tomarán la temperatura, además, al final de cada jornada habrá una sanitización.

“Todas las medidas significarán un gasto extraordinario que tendremos que sufragar. Calculamos que serían 300 mil pesos para insumos y materiales, porque compañeros de la ENCRyM y Coordinación de Conservación ya han habilitado procesos para hacer alcohol en gel, que podremos repetir para este momento. Ya le pedí a María del Carmen Castro, titular de la Coordinación de Conservación, que analice cuáles son las medidas de sanitización para una sala de museo, de manera que apliquemos material que no afecte la estabilidad de los bienes culturales”, indicó Prieto.

Zonas de la península de Yucatán, a la espera



Tulum recibió un millón 996 mil 544 visitantes en 2019. Foto: ARCHIVO EL UNIVERSAL

 

Al igual que las zonas arqueológicas del resto del país, las ubicadas en la península de Yucatán no han reabierto al público, toda vez que ni el gobierno federal ni los estatales la consideran actividad esencial en la “nueva normalidad”.

En entrevista con EL UNIVERSAL, los delegados del INAH en Quintana Roo y Campeche, Margarito Molina y Adriana Velázquez Morlet, respectivamente, coincidieron en que se prevé que las zonas arqueológicas sean de las últimas en reanudar operaciones totalmente, por la complejidad para mantener sana distancia, sobre todo en sitios altamente visitados como Chichén Itzá, en Yucatán o Tulum, en Quintana Roo.

Margarito Molina señaló que la reapertura podría ocurrir cuando el semáforo epidemiológico marque color amarillo.

Velázquez Morlet comentó: “Es complicado hablar de abrir ahora. Creo que seremos de los últimos. Imagínese Chichén o Tulum, con la cantidad de gente que les visita”. Tan sólo Quintana Roo cuenta con 12 zonas arqueológicas: Cobá, Dzibanché, El Meco, El Rey, Kohunlich, Muyil, Oxtankah, San Gervasio, Tulum, Xcaret, Xel-Há y Chacchoben. En total recibieron en 2019 a 3 millones 193 mil 904 visitantes, 6% menos que en 2018. El año pasado Tulum recibió a un millón 996 mil 54.

En Yucatán hay 16 zonas arqueológicas, siendo Chichén Itzá y Uxmal las más visitadas, además de Uxmal, Ek Bamal, Dzibilchaltun y Kabah, entre otras.

Adriana Varillas/ Corresponsal de El Universal
",INAH: “Turismo no nos presionará para abrir museos y zonas arqueológicas”
,La aventura de García Márquez y Fuentes por llevar a Rulfo al cine
,
,
" 0 % PULSO SOCIAL0 Demi Rose Mawby es una modelo británica que causa revuelo en las redes sociales debido a su belleza y sensualidad. Cuenta con más de 14 millones de seguidores en Instagram, donde suele publicar fotos atrevidas y aquí en De10.mx te platicamos un poco más acerca de ella…
¿Quién es Demi Rose?
Demi Rose tiene 25 años de edad. Nació el 27 de marzo de 1995 en Birmingham, Inglaterra. En 2014 fue seleccionada como la chica más prometedora de Reino Unido. En un principio saltó a la fama como la doble de Selena Gómez, pero poco a poco ha dejado atrás esa referencia.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Demi (@demirose) el 27 May, 2020 a las 1:37 PDT


 
Ha marcado tendencia en las redes sociales gracias a sus prominentes curvas. Pero no siempre fue así, pues hace años tuvo algunos problemas con su alimentación.
Sus trastornos alimenticios la hicieron perder varios kilos y poner en riesgo su salud. De acuerdo con la modelo británica, llegó a pesar 37 kilos, pero gracias a su amor propio y a su disciplina pudo superar su enfermedad y lucir como lo hace ahora.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Demi (@demirose) el 1 May, 2020 a las 12:16 PDT


 
Suzy Cortez, la abogada que se convirtió en reina del Bumbum
Sin embargo, la joven ha dado mucho de qué hablar debido a las supuestas operaciones a las que se ha sometido para lucir espectacular.
Mawby ha señalado en algunas ocasiones que su cuerpo es 100% natural y que la forma de su cuerpo, sus caderas, glúteos y senos son un regalo de la genética familiar. Indicó que no hay cirugías de por medio, y que ha logrado moldear un poco más su cuerpo gracias a una buena dieta y su dedicación en el gimnasio.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Demi (@demirose) el 10 Mar, 2020 a las 10:43 PDT


 
Demi Rose es una de las modelos más sensuales del momento, y sus 1.57 metros de estatura no han sido impedimento para que sobresalga en el mundo del espectáculo. De hecho, en 2017 quiso intentar una carrera música, autodenominándose como “la DJ más sexy del mundo”, pero no tuvo éxito.
En octubre de 2018 sufrió la pérdida de su padre Barrie, y ocho meses después, la tragedia la golpeó nuevamente con la muerte de su madre Christine, extrabajadora del Servicio de Salud del Reino Unido. A principios del 2020, la modelo reveló que se está “curando” de sus muertes.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Demi (@demirose) el 4 Ene, 2020 a las 5:43 PST


 
Con información de GQ y Esquire.
Video:


",
